id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00084,ASG-00131,Vehiculos,2025-04-24,2026-04-24,1820.26,35335.42,292.27,Agente,Manta,Activa
POL-00085,ASG-00007,Salud,2025-02-22,2026-02-22,378.17,21378.94,936.18,Broker,Guayaquil,Activa
POL-00086,ASG-00284,Vida,2024-10-14,2025-10-14,681.68,16171.84,932.68,Digital,Guayaquil,Vencida
POL-00087,ASG-00040,Generales,2026-01-20,2027-01-20,933.77,27591.84,921.55,Broker,Manta,Activa
POL-00088,ASG-00265,Vehiculos,2024-08-26,2025-08-26,1921.93,8101.69,572.08,Digital,Quito,Vencida
POL-00089,ASG-00168,Vehiculos,2026-05-03,2027-05-03,1240.26,5358.61,360.54,Digital,Loja,Cancelada
POL-00090,ASG-00319,Salud,2024-12-17,2025-12-17,1088.68,31626.09,594.69,Broker,Quito,Cancelada
POL-00091,ASG-00280,Salud,2025-12-12,2026-12-12,555.96,46957.89,219.13,Digital,Cuenca,Cancelada
POL-00092,ASG-00356,Vehiculos,2025-10-06,2026-10-06,1916.68,5065.79,725.84,Digital,Quito,Activa
POL-00093,ASG-00106,Generales,2024-08-03,2025-08-03,1971.3,23891.71,968.95,Broker,Manta,Cancelada
POL-00094,ASG-00144,Vehiculos,2024-08-02,2025-08-02,374.63,15416.27,876.4,Directo,Manta,Cancelada
POL-00095,ASG-00191,Vida,2025-10-27,2026-10-27,1956.74,8820.61,276.46,Broker,Ambato,Cancelada
POL-00096,ASG-00202,Vehiculos,2025-01-27,2026-01-27,1306.22,7802.73,729.96,Broker,Cuenca,Activa
POL-00097,ASG-00150,Hogar,2024-08-02,2025-08-02,1746.55,46671.89,514.36,Digital,Loja,Vencida
POL-00098,ASG-00232,Hogar,2024-08-12,2025-08-12,697.14,47459.96,308.89,Agente,Quito,Activa
POL-00099,ASG-00055,Salud,2025-03-20,2026-03-20,1064.26,19131.5,296.59,Digital,Guayaquil,Activa
POL-00100,ASG-00232,Hogar,2025-12-04,2026-12-04,1087.69,43361.7,272.34,Digital,Quito,Cancelada
POL-00101,ASG-00357,Generales,2025-09-03,2026-09-03,368.56,42616.61,462.23,Agente,Guayaquil,Cancelada
POL-00102,ASG-00128,Hogar,2024-09-27,2025-09-27,973.62,7202.78,439.07,Broker,Loja,Activa
POL-00103,ASG-00208,Vida,2024-08-18,2025-08-18,1245.12,29755.44,275.78,Agente,Manta,Activa
POL-00104,ASG-00063,Vehiculos,2025-07-27,2026-07-27,404.84,40143.2,377.83,Broker,Cuenca,Vencida
POL-00105,ASG-00191,Vehiculos,2024-06-29,2025-06-29,1289.95,16646.93,850.2,Agente,Ambato,Activa
POL-00106,ASG-00102,Vida,2025-02-17,2026-02-17,1675.81,9139.04,877.82,Digital,Loja,Activa
POL-00107,ASG-00022,Vida,2025-04-23,2026-04-23,386.08,46585.93,546.53,Directo,Manta,Vencida
POL-00108,ASG-00016,Vida,2024-12-26,2025-12-26,1461.46,12776.32,371.77,Broker,Quito,Vencida
POL-00109,ASG-00144,Vida,2024-10-16,2025-10-16,1801.82,6559.22,695.34,Broker,Manta,Cancelada
POL-00110,ASG-00152,Vida,2025-05-17,2026-05-17,1000.39,29780.99,248.78,Digital,Loja,Vencida
POL-00111,ASG-00071,Vida,2024-10-19,2025-10-19,639.08,44809.36,620.65,Agente,Quito,Vencida
POL-00112,ASG-00366,Hogar,2024-12-18,2025-12-18,1115.46,40164.58,475.23,Digital,Quito,Vencida
POL-00113,ASG-00139,Salud,2025-03-06,2026-03-06,344.31,31870.24,223.44,Digital,Cuenca,Activa
POL-00114,ASG-00242,Generales,2024-09-19,2025-09-19,907.64,31279.5,386.21,Broker,Ambato,Activa
POL-00115,ASG-00127,Salud,2024-09-28,2025-09-28,753.1,41732.83,933.81,Agente,Manta,Activa
POL-00116,ASG-00295,Vida,2025-01-21,2026-01-21,903.17,42765.0,876.18,Broker,Loja,Activa
POL-00117,ASG-00304,Hogar,2025-12-04,2026-12-04,1670.56,36393.2,931.18,Agente,Quito,Cancelada
POL-00118,ASG-00359,Hogar,2025-12-26,2026-12-26,1910.85,30362.29,650.49,Broker,Manta,Vencida
POL-00119,ASG-00278,Hogar,2024-11-02,2025-11-02,598.45,6708.37,244.93,Broker,Manta,Activa
POL-00120,ASG-00270,Vida,2025-01-05,2026-01-05,301.16,46305.33,361.17,Broker,Guayaquil,Vencida
POL-00121,ASG-00368,Salud,2025-11-14,2026-11-14,1861.93,42992.78,458.87,Agente,Loja,Activa
POL-00122,ASG-00301,Salud,2025-09-11,2026-09-11,1616.42,43091.64,888.54,Agente,Ambato,Vencida
POL-00123,ASG-00361,Vida,2025-12-23,2026-12-23,1296.23,20145.25,458.08,Broker,Guayaquil,Cancelada
POL-00124,ASG-00224,Vida,2026-04-26,2027-04-26,1403.61,12839.12,974.99,Digital,Quito,Activa
POL-00125,ASG-00341,Generales,2024-05-31,2025-05-31,1684.57,22027.28,787.2,Digital,Quito,Activa
POL-00126,ASG-00091,Vehiculos,2024-10-22,2025-10-22,1912.94,47691.42,513.28,Agente,Quito,Activa
POL-00127,ASG-00309,Hogar,2025-04-06,2026-04-06,1865.76,48538.93,376.72,Agente,Cuenca,Vencida
POL-00128,ASG-00073,Hogar,2025-10-05,2026-10-05,1567.08,15709.82,985.9,Broker,Ambato,Cancelada
POL-00129,ASG-00046,Hogar,2025-01-16,2026-01-16,1059.27,16934.56,399.63,Agente,Cuenca,Vencida
POL-00130,ASG-00132,Vehiculos,2026-01-22,2027-01-22,1524.7,7166.64,550.58,Directo,Manta,Activa
POL-00131,ASG-00212,Vida,2025-02-26,2026-02-26,1799.01,20805.4,500.28,Directo,Manta,Cancelada
POL-00132,ASG-00334,Salud,2025-08-30,2026-08-30,576.52,8316.92,876.61,Digital,Quito,Activa
POL-00133,ASG-00164,Hogar,2025-07-12,2026-07-12,1917.83,8339.02,336.08,Directo,Quito,Activa
POL-00134,ASG-00375,Vehiculos,2025-01-16,2026-01-16,1229.98,45415.59,274.48,Directo,Guayaquil,Cancelada
POL-00135,ASG-00016,Vida,2025-12-05,2026-12-05,1902.15,12424.87,911.8,Broker,Quito,Activa
POL-00136,ASG-00052,Hogar,2024-08-15,2025-08-15,649.44,13549.29,757.76,Digital,Quito,Cancelada
POL-00137,ASG-00145,Hogar,2025-01-03,2026-01-03,703.83,7233.59,657.42,Directo,Ambato,Activa
POL-00138,ASG-00028,Hogar,2024-08-19,2025-08-19,306.49,8943.28,859.12,Directo,Loja,Activa
POL-00139,ASG-00050,Vehiculos,2025-01-16,2026-01-16,651.82,33718.58,981.65,Directo,Loja,Activa
POL-00140,ASG-00158,Vida,2025-04-13,2026-04-13,1100.61,45269.49,412.0,Directo,Quito,Activa
POL-00141,ASG-00190,Vida,2024-09-04,2025-09-04,927.98,25059.89,410.64,Directo,Manta,Vencida
POL-00142,ASG-00116,Hogar,2025-07-05,2026-07-05,1259.22,11800.88,757.18,Agente,Cuenca,Activa
POL-00143,ASG-00343,Hogar,2024-12-13,2025-12-13,1673.91,23629.4,805.17,Broker,Loja,Cancelada
POL-00144,ASG-00032,Vida,2025-02-02,2026-02-02,1691.29,23838.44,628.41,Directo,Ambato,Cancelada
POL-00145,ASG-00121,Vida,2024-08-02,2025-08-02,808.05,22766.2,883.15,Agente,Quito,Cancelada
POL-00146,ASG-00293,Generales,2025-04-16,2026-04-16,1660.77,35489.07,696.22,Agente,Ambato,Vencida
POL-00147,ASG-00089,Salud,2026-02-10,2027-02-10,1952.68,41380.73,300.95,Directo,Loja,Activa
POL-00148,ASG-00350,Vida,2024-06-12,2025-06-12,643.26,42015.38,318.3,Digital,Ambato,Vencida
POL-00149,ASG-00373,Vehiculos,2025-09-06,2026-09-06,447.95,30036.39,641.64,Digital,Cuenca,Cancelada
POL-00150,ASG-00235,Vehiculos,2025-11-19,2026-11-19,1637.14,33037.61,618.05,Directo,Loja,Activa
POL-00151,ASG-00213,Salud,2025-07-21,2026-07-21,551.94,31457.04,806.7,Agente,Quito,Activa
POL-00152,ASG-00289,Vehiculos,2026-05-07,2027-05-07,1635.77,44036.39,904.11,Directo,Ambato,Vencida
POL-00153,ASG-00197,Vida,2024-11-19,2025-11-19,1272.44,26287.1,337.76,Directo,Cuenca,Activa
POL-00154,ASG-00317,Generales,2025-06-27,2026-06-27,1457.38,23077.4,516.63,Digital,Loja,Cancelada
POL-00155,ASG-00122,Vehiculos,2026-05-27,2027-05-27,1567.77,46437.57,917.63,Agente,Ambato,Vencida
POL-00156,ASG-00156,Hogar,2024-08-31,2025-08-31,776.59,27122.86,756.95,Agente,Manta,Activa
POL-00157,ASG-00069,Hogar,2026-02-26,2027-02-26,1956.17,24939.98,860.66,Digital,Cuenca,Cancelada
POL-00158,ASG-00214,Generales,2024-06-02,2025-06-02,1397.44,13457.11,369.11,Directo,Quito,Cancelada
POL-00159,ASG-00249,Generales,2026-01-07,2027-01-07,1774.22,41945.78,612.22,Broker,Guayaquil,Activa
POL-00160,ASG-00160,Generales,2025-11-29,2026-11-29,985.75,40123.24,619.43,Agente,Ambato,Activa
POL-00161,ASG-00099,Salud,2026-02-22,2027-02-22,1722.86,16227.06,565.16,Digital,Cuenca,Cancelada
POL-00162,ASG-00102,Hogar,2025-11-22,2026-11-22,926.2,25889.83,517.55,Agente,Loja,Cancelada
POL-00163,ASG-00016,Salud,2025-08-18,2026-08-18,933.19,31731.96,342.07,Directo,Quito,Cancelada
POL-00164,ASG-00283,Hogar,2025-06-06,2026-06-06,885.22,42694.42,406.93,Agente,Cuenca,Vencida
POL-00165,ASG-00015,Vida,2026-01-10,2027-01-10,384.41,43421.96,823.86,Broker,Loja,Activa
POL-00166,ASG-00332,Salud,2025-06-27,2026-06-27,1452.08,17108.76,527.61,Agente,Loja,Cancelada
POL-00167,ASG-00005,Vida,2026-01-23,2027-01-23,1849.58,34131.72,680.91,Agente,Quito,Activa
POL-00168,ASG-00130,Generales,2025-07-16,2026-07-16,1668.65,18745.69,973.62,Digital,Loja,Vencida
POL-00169,ASG-00193,Hogar,2025-01-15,2026-01-15,1080.3,14819.41,441.72,Directo,Manta,Cancelada
POL-00170,ASG-00053,Vehiculos,2025-09-12,2026-09-12,1169.57,34806.0,874.63,Digital,Loja,Cancelada
POL-00171,ASG-00332,Generales,2024-09-30,2025-09-30,1335.39,18431.42,286.48,Agente,Loja,Vencida
POL-00172,ASG-00142,Hogar,2026-02-26,2027-02-26,1764.54,16751.61,768.88,Digital,Manta,Activa
POL-00173,ASG-00077,Generales,2026-04-23,2027-04-23,1601.31,45485.92,844.34,Directo,Guayaquil,Cancelada
POL-00174,ASG-00164,Salud,2025-07-04,2026-07-04,1526.18,34493.03,997.98,Digital,Quito,Vencida
POL-00175,ASG-00208,Vida,2025-02-07,2026-02-07,1552.44,31236.07,995.8,Broker,Manta,Vencida
POL-00176,ASG-00372,Salud,2025-10-07,2026-10-07,1466.74,33724.11,580.59,Digital,Guayaquil,Cancelada
POL-00177,ASG-00154,Salud,2026-04-14,2027-04-14,1729.09,44442.27,344.91,Agente,Ambato,Vencida
POL-00178,ASG-00066,Hogar,2025-07-08,2026-07-08,1532.82,30156.42,930.1,Digital,Cuenca,Cancelada
POL-00179,ASG-00046,Salud,2025-03-10,2026-03-10,903.98,38489.45,445.67,Digital,Cuenca,Vencida
POL-00180,ASG-00134,Generales,2025-08-27,2026-08-27,799.89,43304.62,576.43,Agente,Ambato,Vencida
POL-00181,ASG-00100,Generales,2024-12-09,2025-12-09,503.69,35631.4,623.87,Directo,Loja,Activa
POL-00182,ASG-00078,Salud,2026-04-11,2027-04-11,1986.99,20420.14,989.75,Directo,Manta,Activa
POL-00183,ASG-00162,Salud,2025-03-09,2026-03-09,1624.2,26941.14,704.83,Broker,Manta,Vencida
POL-00184,ASG-00325,Vehiculos,2025-12-20,2026-12-20,308.01,17308.75,808.95,Broker,Cuenca,Cancelada
POL-00185,ASG-00392,Salud,2025-03-29,2026-03-29,1132.28,39360.61,270.43,Directo,Guayaquil,Cancelada
POL-00186,ASG-00220,Vida,2025-12-09,2026-12-09,1029.34,26483.01,203.74,Broker,Manta,Cancelada
POL-00187,ASG-00192,Vehiculos,2025-05-10,2026-05-10,1816.41,39058.15,624.83,Agente,Loja,Cancelada
POL-00188,ASG-00003,Salud,2026-05-03,2027-05-03,684.65,44464.33,449.67,Agente,Quito,Vencida
POL-00189,ASG-00258,Generales,2025-11-23,2026-11-23,820.4,7937.92,236.57,Digital,Loja,Vencida
POL-00190,ASG-00373,Generales,2024-11-24,2025-11-24,1313.83,20202.58,910.38,Broker,Cuenca,Vencida
POL-00191,ASG-00251,Hogar,2024-10-20,2025-10-20,1575.2,12419.76,925.52,Directo,Guayaquil,Activa
POL-00192,ASG-00117,Salud,2025-11-25,2026-11-25,1536.19,10904.26,787.26,Broker,Cuenca,Activa
POL-00193,ASG-00188,Vehiculos,2025-10-25,2026-10-25,937.83,33814.45,817.0,Agente,Quito,Cancelada
POL-00194,ASG-00025,Vehiculos,2025-07-01,2026-07-01,1411.06,5888.38,751.8,Directo,Cuenca,Vencida
POL-00195,ASG-00195,Vehiculos,2025-07-27,2026-07-27,1230.38,26347.84,322.5,Agente,Loja,Vencida
POL-00196,ASG-00216,Vehiculos,2024-12-19,2025-12-19,1426.22,17148.97,684.51,Broker,Ambato,Vencida
POL-00197,ASG-00054,Generales,2024-09-06,2025-09-06,1521.9,10298.06,291.21,Agente,Cuenca,Vencida
POL-00198,ASG-00102,Generales,2025-11-19,2026-11-19,639.57,16834.73,618.52,Broker,Loja,Vencida
POL-00199,ASG-00361,Vida,2026-01-18,2027-01-18,802.1,6773.26,597.08,Broker,Guayaquil,Cancelada
POL-00200,ASG-00247,Hogar,2026-01-03,2027-01-03,698.66,5573.72,271.2,Agente,Manta,Cancelada
POL-00201,ASG-00343,Vida,2025-05-04,2026-05-04,553.55,9053.72,609.36,Agente,Loja,Vencida
POL-00202,ASG-00330,Salud,2026-01-21,2027-01-21,1076.48,48978.09,411.3,Agente,Loja,Activa
POL-00203,ASG-00090,Vehiculos,2025-08-02,2026-08-02,1748.82,21209.66,741.41,Directo,Manta,Cancelada
POL-00204,ASG-00060,Vehiculos,2026-02-04,2027-02-04,1747.12,45063.14,207.74,Broker,Manta,Cancelada
POL-00205,ASG-00332,Salud,2025-07-28,2026-07-28,858.72,45253.74,964.07,Digital,Loja,Cancelada
POL-00206,ASG-00048,Hogar,2024-07-01,2025-07-01,1685.44,13229.12,520.62,Directo,Cuenca,Vencida
POL-00207,ASG-00198,Vida,2025-03-13,2026-03-13,1659.83,34198.09,837.53,Agente,Cuenca,Activa
POL-00208,ASG-00357,Vehiculos,2025-05-18,2026-05-18,1968.67,42995.74,282.97,Directo,Guayaquil,Cancelada
POL-00209,ASG-00348,Vida,2024-11-15,2025-11-15,608.14,22088.79,486.88,Agente,Quito,Cancelada
POL-00210,ASG-00373,Salud,2025-12-31,2026-12-31,1121.24,26965.52,910.08,Directo,Cuenca,Activa
POL-00211,ASG-00033,Hogar,2026-03-04,2027-03-04,1413.46,5556.21,894.67,Broker,Ambato,Cancelada
POL-00212,ASG-00174,Generales,2024-12-19,2025-12-19,1189.28,36526.11,276.19,Broker,Guayaquil,Vencida
POL-00213,ASG-00178,Vida,2024-12-15,2025-12-15,552.71,42189.7,913.65,Agente,Loja,Activa
POL-00214,ASG-00330,Salud,2025-06-11,2026-06-11,1159.46,26118.0,596.67,Broker,Loja,Activa
POL-00215,ASG-00385,Vida,2025-11-05,2026-11-05,845.08,19890.27,422.53,Broker,Guayaquil,Cancelada
POL-00216,ASG-00330,Vida,2025-07-24,2026-07-24,985.57,15575.0,567.28,Directo,Loja,Activa
POL-00217,ASG-00256,Vida,2024-08-05,2025-08-05,837.3,49130.18,796.19,Agente,Cuenca,Activa
POL-00218,ASG-00207,Vida,2024-08-15,2025-08-15,360.91,29709.45,860.73,Digital,Manta,Cancelada
POL-00219,ASG-00288,Salud,2026-05-03,2027-05-03,1412.81,25529.36,472.68,Agente,Loja,Activa
POL-00220,ASG-00233,Hogar,2024-11-23,2025-11-23,1252.26,32889.11,578.51,Digital,Manta,Cancelada
POL-00221,ASG-00232,Vehiculos,2025-12-10,2026-12-10,465.64,34650.96,201.76,Digital,Quito,Cancelada
POL-00222,ASG-00150,Generales,2024-10-29,2025-10-29,1187.37,36594.32,236.62,Broker,Loja,Vencida
POL-00223,ASG-00072,Vida,2025-05-01,2026-05-01,481.83,32488.33,350.03,Directo,Ambato,Activa
POL-00224,ASG-00235,Salud,2026-03-24,2027-03-24,1518.54,9849.46,531.58,Agente,Loja,Vencida
POL-00225,ASG-00235,Generales,2025-10-26,2026-10-26,1925.52,11058.62,599.06,Agente,Loja,Cancelada
POL-00226,ASG-00222,Generales,2025-01-15,2026-01-15,1120.98,27874.98,936.93,Broker,Ambato,Cancelada
POL-00227,ASG-00297,Salud,2026-04-30,2027-04-30,1541.84,10777.18,509.92,Digital,Manta,Cancelada
POL-00228,ASG-00197,Vida,2025-02-02,2026-02-02,1965.15,46215.96,809.9,Digital,Cuenca,Vencida
POL-00229,ASG-00176,Hogar,2025-06-02,2026-06-02,1069.84,11001.73,530.2,Digital,Loja,Cancelada
POL-00230,ASG-00281,Hogar,2024-08-15,2025-08-15,1510.19,47098.04,706.07,Broker,Guayaquil,Activa
POL-00231,ASG-00320,Hogar,2025-08-22,2026-08-22,1467.24,46453.63,306.14,Broker,Guayaquil,Cancelada
POL-00232,ASG-00278,Hogar,2024-09-16,2025-09-16,1507.6,39234.88,649.82,Directo,Manta,Cancelada
POL-00233,ASG-00383,Generales,2026-04-27,2027-04-27,786.08,43128.55,846.64,Agente,Quito,Activa
